Tanggal;Aceh;Sumatera Utara;Sumatera Barat;Riau;Kepulauan Riau;Jambi;Bengkulu;Sumatera Selatan;Kepulauan Bangka Belitung;Lampung;Banten;Jawa Barat;DKI Jakarta;Jawa Tengah;DI Yogyakarta;Jawa Timur;Bali;Nusa Tenggara Barat;Nusa Tenggara Timur;Kalimantan Barat;Kalimantan Selatan;Kalimantan Tengah;Kalimantan Timur;Kalimantan Utara;Gorontalo;Sulawesi Selatan;Sulawesi Tenggara;Sulawesi Tengah;Sulawesi Utara;Sulawesi Barat;Maluku;Maluku Utara;Papua;Papua Barat
20/10/2022;11100;11700;15000;13800;12850;12450;12050;12250;11850;11650;11850;11500;13750;11400;11450;11200;11500;10300;11400;13550;13850;14900;12550;13650;11300;10150;11100;10950;11450;9850;13150;12650;12450;13200
21/10/2022;11100;11700;15000;13800;12850;12450;12050;12250;11850;11650;11850;11500;13750;11400;11450;11200;11500;10300;11400;13550;13850;14950;12550;13650;11300;10150;11100;10950;11450;9850;13150;12650;12450;13200
24/10/2022;11100;11700;15000;13800;12850;12450;12050;12250;11850;11700;11850;11500;13750;11350;11450;11200;11500;10300;11400;13550;13950;14950;12550;13650;11300;10150;11100;10950;11450;9850;13150;12650;12450;13200
25/10/2022;11100;11700;15000;13800;12850;12450;12050;12250;11850;11700;11850;11500;13750;11350;11450;11250;11500;10300;11400;13550;13950;15050;12500;13650;11300;10150;11100;10950;11450;9850;13150;12650;12400;13200
26/10/2022;11050;11700;15000;13800;12850;12550;12050;12250;11850;11700;11850;11500;13750;11350;11450;11250;11500;10300;11400;13550;13950;15050;12500;13650;11300;10150;11100;10950;11450;9850;13150;12650;12450;13200
27/10/2022;11050;11700;15000;14000;12850;12550;12050;12250;11850;11700;11850;11500;13750;11350;11450;11250;11650;10300;11400;13550;13950;15050;12500;13650;11300;10150;11100;10950;11450;9850;13150;12650;12450;13200
28/10/2022;11050;11700;15000;14000;12850;12550;12050;12250;11850;11700;11850;11500;13750;11350;11450;11250;11500;10400;11550;13550;13950;15050;12500;13600;11300;10150;11100;10950;11450;9850;13150;12650;12450;13200
31/10/2022;11050;11650;15000;14050;12850;12700;12050;12250;11850;11700;11850;11500;13750;11350;11450;11250;11500;10400;11550;13550;13950;15050;12500;13600;11350;10150;11100;10950;11450;9850;13150;12650;12450;13350
01/11/2022;11050;11650;15000;14050;12850;12700;12050;12250;11850;11700;11850;11500;13750;11350;11450;11250;11500;10350;11550;13550;13950;15050;12500;13600;11350;10150;11100;10950;11450;9850;13150;12650;12450;13200
02/11/2022;11000;11650;15000;14050;12850;12700;12050;12300;11850;11700;11850;11500;13750;11350;11450;11250;11500;10350;11550;13550;13950;15100;12500;13600;11350;10150;11100;10950;11450;9850;13150;12650;12450;13200
03/11/2022;11000;11650;15000;14050;12850;12750;12050;12300;11850;11700;11850;11500;13750;11350;11450;11250;11500;10350;11550;13550;13950;15100;12500;13600;11350;10150;11100;10950;11450;9850;13150;12650;12450;13200
04/11/2022;11050;11650;14950;14050;12850;12850;12050;12300;11850;11700;11850;11500;13750;11350;11450;11250;11500;10350;11550;13550;13950;15100;12500;13600;11350;10150;11100;10950;11450;9850;13150;12650;12450;13200
07/11/2022;11050;11700;14950;14050;12850;12850;12050;12300;11850;11600;11850;11550;13750;11350;11450;11250;11500;10350;11550;13550;13950;15100;12500;13600;11350;10150;11100;10950;11450;9850;13150;12650;12450;13200
08/11/2022;11050;11700;14950;14050;12850;12850;12050;12300;11850;11600;11850;11550;13750;11400;11450;11250;11500;10350;11550;13550;13950;15200;12500;13550;11350;10150;11100;10950;11450;9850;13150;12650;12450;13200
09/11/2022;11000;11700;14950;14050;12850;12850;12050;12300;11850;11600;11850;11550;13800;11400;11450;11300;11500;10350;11550;13550;13950;15400;12500;13550;11350;10050;11100;10950;11450;9850;13150;12650;12500;13200
10/11/2022;11000;11700;14950;14050;12850;12850;12050;12300;11850;11600;11850;11550;14100;11400;11450;11300;11500;10350;11550;13550;13950;15400;12500;13550;11350;10150;11100;10950;11450;9850;13150;12650;12250;13200
11/11/2022;10950;11700;14950;14050;12850;12850;12050;12300;11850;11650;11850;11550;13800;11400;11450;11300;11500;10350;11550;13550;13950;15400;12500;13550;11350;10150;11100;10950;11450;9850;13150;12650;12400;13200
14/11/2022;10950;11750;14950;14050;12850;12850;12050;12300;11850;11550;11850;11550;13800;11400;11750;11300;11500;10400;11550;13550;14000;15400;12500;13550;11350;10050;11100;10950;11450;9850;13150;12650;12400;13200
15/11/2022;10950;11750;14950;14050;12850;12850;12050;12300;11850;11650;11850;11550;13800;11400;11750;11300;11500;10400;11550;13550;14000;15400;12500;13550;11350;10100;11100;10950;11450;9850;13150;12650;12400;13200
16/11/2022;11000;11750;14950;14050;12850;12850;12050;12300;11850;11650;11850;11550;13800;11400;11750;11300;11500;10400;11550;13550;14000;15500;12500;13600;11350;10100;11100;10950;11450;9850;13150;12650;12450;13200
17/11/2022;11000;11750;14950;14050;12850;12850;12150;12300;11850;11650;11850;11550;13800;11400;11750;11300;11500;10400;11550;13550;14250;15500;12550;13600;11350;10100;11100;10950;11450;9850;13150;12650;12450;13200
18/11/2022;10950;11750;14950;14050;12850;12850;12150;12350;11850;11650;11850;11550;13800;11400;11750;11300;11700;10400;11550;13550;14250;15550;12550;13600;11350;10100;11100;10950;11450;9850;13150;12650;12450;13200
21/11/2022;11050;11750;14950;14050;12850;12850;12150;12350;11850;11650;11850;11600;13800;11400;11750;11300;11700;10400;11550;13550;14250;15700;12550;13600;11350;10150;11100;10950;11450;9900;13150;12650;12450;13200
22/11/2022;11050;11750;14900;14050;12850;12850;12200;12350;11850;11650;11850;11600;13850;11400;11750;11350;11700;10400;11550;13550;14250;15700;12550;13600;11400;10150;11100;10950;11450;9900;13150;12650;12450;13200
23/11/2022;11000;11750;14900;14050;12850;12850;12200;12350;11900;11650;11850;11600;13850;11400;11750;11350;11700;10400;11550;13600;14250;15700;12550;13600;11400;10150;11150;10950;11450;9950;13150;12650;12450;13200
24/11/2022;11000;11750;14900;14050;12850;12850;12300;12350;11900;11650;11850;11600;13850;11400;11750;11350;11700;10400;11550;13550;14250;15700;12550;13600;11400;10150;11150;10950;11450;9950;13150;12650;12450;13200
25/11/2022;11000;11750;14900;14100;12850;12850;12350;12350;12000;11650;11850;11600;13850;11400;11750;11350;11700;10400;11550;13600;14250;15700;12550;13600;11400;10150;11150;10950;11450;9950;13150;12650;12450;13200
28/11/2022;11000;11750;14900;14150;12850;12850;12350;12350;12000;11700;11850;11600;13900;11500;11750;11350;11700;10400;11550;13600;14250;15700;12550;13600;11400;10350;11150;10950;11450;9950;13150;12650;12450;13200
29/11/2022;11000;11750;15000;14150;13150;12850;12350;12400;12000;11700;11850;11600;13900;11550;11750;11350;11750;10400;11550;13600;14250;15800;12550;13600;11400;10350;11150;10950;11450;9950;13150;12650;12450;13200
30/11/2022;11100;11750;15050;14150;13150;12850;12350;12400;12000;11700;11850;11600;13900;11600;11750;11400;11750;10400;11550;13600;14250;15900;12550;13600;11400;10350;11150;10950;11450;9950;13150;12650;12450;13200
01/12/2022;11000;11750;15050;14150;13150;12850;12450;12200;12000;11700;11850;11600;13950;11600;11750;11400;11750;10450;11550;13600;14250;15900;12550;13600;11400;10350;11250;10950;11450;9950;13150;12650;12450;13200
02/12/2022;11000;11750;15050;14150;13150;12850;12450;12400;12000;11700;12200;11600;14000;11600;11750;11400;11750;10450;11550;13600;14250;15900;12550;13600;11500;10350;11250;11050;11450;9950;13150;12650;12450;13200
05/12/2022;11050;11750;15050;14150;13150;12850;12450;12400;12000;11700;12400;11650;14000;11600;12000;11450;11850;10450;11550;13600;14250;15900;12700;13600;11500;10400;11300;11050;11450;10400;13150;12650;12450;13200
06/12/2022;11050;11750;15050;14150;13150;12850;12450;12400;12000;11700;12400;11700;14000;11650;12000;11500;12000;10450;11550;13600;14250;15950;12650;13600;11500;10400;11300;11200;11450;10500;13150;12650;12450;13200
07/12/2022;11150;11750;15050;14150;13150;12850;12450;12400;12000;11700;12400;11700;14000;11700;12150;11500;12000;10450;11550;13600;14250;15950;12700;13650;11600;10400;11350;11200;11450;10750;13150;13000;12450;13200
08/12/2022;11150;11750;15050;14200;13150;12850;12450;12400;12000;11700;12400;11750;14000;11700;12150;11600;12000;10450;11550;13600;14250;15950;12700;13650;11600;10500;11400;11200;11550;10850;13150;13000;12450;13200
09/12/2022;11100;11750;15050;14200;13150;12850;12450;12400;12000;11700;12400;11750;14000;11700;12200;11650;12000;10450;11550;13600;14250;16100;12700;13650;11600;10500;11500;11200;11550;10850;13150;13000;12450;13200
12/12/2022;11150;11800;15050;14200;13150;12850;12450;12450;12050;11700;12400;11750;14000;11750;12300;11700;12000;10400;11550;13600;14250;16250;12700;13650;11650;10600;11500;11200;11700;10900;13150;13000;12450;13250
13/12/2022;11150;11800;15050;14200;13150;12850;12500;12450;12050;11750;12400;11750;14000;11800;12300;11700;12000;10400;11550;13600;14250;16250;12700;13950;11750;10650;11550;11200;11700;10900;13150;13000;12450;13250
14/12/2022;11200;11800;15050;14200;13150;12850;12500;12450;12050;11750;12400;11750;14050;11800;12300;11700;12000;10400;11550;13600;14250;16300;12750;13950;12050;10650;11600;11200;11900;10900;13250;13000;12450;13250
15/12/2022;11200;11850;15100;14200;13150;12850;12500;12450;12050;11750;12400;11750;14050;11850;12300;11700;12000;10400;11550;13600;14250;16300;12750;13950;12050;10700;11600;11000;11900;10900;13250;13000;12450;13250
16/12/2022;11200;11850;15100;14200;13150;12850;12500;12450;12050;11750;12400;11750;14050;11850;12300;11700;12000;10400;11550;13600;14250;16350;12750;13950;12000;10700;11600;11100;11900;10900;13250;13000;12450;13250
19/12/2022;11200;11850;15100;14150;13150;12850;12500;12450;12100;11750;12400;11750;14050;11900;12300;11700;11600;10400;11550;13600;14250;16350;12850;13950;12100;10700;11600;11500;11900;10900;13350;13000;12450;13250
20/12/2022;11200;11850;15000;14150;13150;12600;12500;12450;12100;11750;12400;11750;14050;11900;12300;11700;11650;10450;11550;13600;14250;16400;12850;13950;12100;10750;11600;11500;11900;10900;13350;13000;12450;13250
21/12/2022;11200;11900;15050;14150;13150;12850;12500;12450;12100;11750;12400;11800;14050;11900;12300;11700;11900;10450;11550;13600;14500;16400;12850;13950;12100;10750;11600;11500;11900;10900;13350;13000;12500;13250
22/12/2022;11200;11900;15050;14150;13150;12850;12500;12450;12100;11750;12400;11800;14050;11900;12300;11700;11900;10450;11550;13600;14500;16400;12850;13950;12100;10750;11600;11500;11900;10900;13400;13000;12500;13250
23/12/2022;11300;11900;15050;14150;13150;12850;12500;12450;12150;11750;12400;11800;14050;11900;12300;11700;11900;10450;11550;13600;14500;16500;12850;13950;12100;10750;11600;11500;11900;10900;13400;13000;12550;13300
26/12/2022;11300;11900;15050;14150;13150;12850;12500;12450;12200;12000;12400;11800;14050;11950;12300;11700;11900;10450;11550;13600;14550;16600;12900;13950;12400;10750;11600;11500;11900;10900;13400;13000;12550;13300
27/12/2022;11300;11900;15050;14150;13150;12850;12500;12450;12200;12000;12400;11800;13050;11950;12300;11750;11900;10450;11550;13600;14550;16650;12900;14000;12400;10750;11700;11500;11900;10900;13400;13000;12550;13350
28/12/2022;11300;11950;15050;14150;13150;12850;12500;12450;12200;12000;12400;11800;14050;11950;12300;11750;11900;10450;11550;13600;14550;16650;12900;14000;12400;10750;11700;11500;11900;10900;13450;13000;12550;13350
29/12/2022;11300;11950;15050;14150;13150;12850;12500;12400;12200;12000;12400;11800;14050;11950;12300;11700;11900;10450;11550;13600;14550;16650;12900;14000;12400;10750;11700;11500;11900;10900;13500;13000;12550;13350
30/12/2022;11300;11950;15050;14150;13150;12850;12500;12400;12150;12000;12400;11800;14050;12000;12300;11700;11900;10450;11550;13600;14550;16650;12900;14000;12400;10750;11700;11500;11900;10900;13650;13000;12550;13350
02/01/2023;11400;11950;15050;14150;13250;12850;12500;12400;12300;12050;12400;11800;14050;12000;12300;11700;11900;10450;11550;13600;14550;16650;12900;14000;12350;10750;11700;11500;11900;10900;13500;13000;12850;13550
03/01/2023;11450;11950;15050;14150;13250;12850;12500;12400;12300;12000;12400;11800;14050;12000;12300;11700;11900;10550;11550;13650;14550;16650;12950;14000;12350;10750;11700;11500;11900;10900;13500;13000;12900;13550
04/01/2023;11450;11950;15050;14150;13250;12850;12550;12400;12300;12000;12400;11800;13950;12000;12300;11700;11250;10600;11550;13650;14600;16650;12950;14000;12350;10750;11700;11500;11900;10900;13650;13000;13050;13550
05/01/2023;11450;11950;15050;14150;13100;12850;12550;12400;12300;12000;12400;11800;14100;12000;12300;11700;11900;10600;11550;13650;14600;16700;13000;14000;12350;10750;11700;11500;11900;10900;13650;13000;13050;13550
06/01/2023;11450;11950;15100;14150;13100;12850;12550;12400;12300;12000;12400;11850;14100;12000;12300;11700;12050;10600;11550;13650;14700;16700;13000;14150;12350;10750;11700;11500;11900;10900;13700;13000;13300;13550
09/01/2023;11500;11950;15100;14250;13050;12850;12550;12400;12300;12000;12400;11850;14150;12100;12300;11700;12050;10600;11650;13650;14800;16700;12950;14150;12150;10750;11700;11500;11900;10900;13750;13000;13300;13550
10/01/2023;11600;12000;15100;14150;13050;12850;12550;12400;12300;12000;12400;11900;14200;12100;12300;11750;12550;10700;11650;13650;15000;16700;13000;14150;12150;10750;11700;11500;11900;10900;13750;13000;13300;13550
11/01/2023;11600;12000;15100;14150;13050;12850;12550;12400;12300;12000;12750;11900;14200;12100;12300;11750;12500;10750;11650;13700;15000;16700;13000;14200;12150;10750;11700;11500;11900;10900;13750;13000;13350;13550
12/01/2023;11600;12000;15100;14150;13050;12850;12550;12400;12300;12000;12750;11900;14100;12150;12300;11800;12500;10800;11650;13700;15000;16700;13000;14200;12150;10750;11700;11500;11900;10900;13700;13000;13350;13550
13/01/2023;11600;12000;15100;14150;13050;12850;12550;12400;12300;12050;12750;11900;14100;12150;12300;11800;12500;10800;11650;13700;15000;16700;13000;14200;12150;10750;11750;11500;11900;10900;13700;13000;13350;13550
16/01/2023;11600;12200;15100;14150;13050;12850;12550;12550;12300;12050;12750;11900;14100;12150;12550;11800;12500;10900;11750;13700;15000;16750;13000;14200;12150;10800;11750;11500;11900;10900;13700;12950;13350;13550
17/01/2023;11600;12350;15100;14150;13050;12850;12550;12550;12300;12050;12750;11950;14100;12200;12550;11850;12500;10900;11750;13700;15000;16750;13000;14200;12150;10800;11750;11500;12000;10900;13700;12950;13400;13550
18/01/2023;11600;12350;15100;14500;13050;12850;12550;12550;12300;12050;12750;11950;14200;12200;12550;11850;12500;10900;11750;13700;15000;16750;12950;14200;12150;10800;11750;11550;12000;10900;13700;12950;13500;13550
19/01/2023;11600;12350;15100;14150;12850;12850;12550;12550;12300;12050;12750;11950;14200;12250;12550;11850;12500;10900;11750;13700;15100;16750;12950;14200;12150;10800;11750;11550;12000;10900;13700;12950;13500;13550
20/01/2023;11600;12400;15100;14150;12850;12850;12550;12550;12300;12050;12750;11950;14200;12250;12550;11850;12500;10900;11750;13750;15350;16800;12950;14200;12150;10800;11750;11750;12000;10900;13700;13150;13500;13550
23/01/2023;11600;12400;15100;14150;12850;12850;12550;12550;12300;12050;12750;11950;14200;12150;12550;11850;12500;10900;;13750;15350;16800;12750;14200;12150;10800;11750;11750;12000;10900;13700;13150;13500;13700
24/01/2023;11700;12450;15100;14200;12950;12850;12550;12550;12300;12100;12750;12050;14200;12300;12550;11850;12500;10900;11750;13750;15450;16800;13000;14200;12150;10800;11750;11750;12000;10900;13700;13150;13500;13550
25/01/2023;11800;12500;15100;14200;12950;12850;12550;12550;12300;12100;12750;12050;14200;12300;12550;11900;12500;10950;11750;13600;15450;16800;13000;14200;12150;10800;11750;11750;12000;10900;13700;13600;13500;13550
26/01/2023;11800;12500;15100;14200;12950;12850;12550;12550;12300;12100;12750;12050;14250;12300;12550;11900;12500;10950;11850;13750;15550;16850;13000;14200;12150;10800;11750;11750;12000;10900;13700;13600;13500;13550
27/01/2023;11800;12550;15100;14200;12950;12850;12550;12550;12300;12200;12750;12100;14250;12300;12550;11950;12500;10950;11850;13750;15550;16850;13000;14200;12150;10800;11750;11750;12000;10900;13700;13600;13500;13550
30/01/2023;11850;12600;15100;14250;12950;12850;12550;12550;12350;12200;12750;12150;14250;12300;12550;12000;12650;11050;11950;13800;15550;16850;13050;14200;12200;10800;11750;11750;12000;10900;13700;13600;13500;13550
31/01/2023;11850;12700;15100;14250;12950;12850;12700;12550;12350;12200;12750;12150;14250;12350;12550;12050;12650;11200;11950;13800;15550;16850;13050;14200;12200;10800;11750;11750;12000;10900;13700;13600;13500;13550
01/02/2023;11850;12700;15100;14250;13150;12850;12700;12550;12400;12200;12750;12150;14300;12350;12550;12050;12600;11200;11950;13800;15550;16850;13200;14200;12200;10800;11750;11850;12000;10900;13700;13600;13500;13550
02/02/2023;12050;12700;15100;14250;13150;12850;12700;12650;12400;12200;12750;12150;14300;12350;12550;12050;12600;11200;11950;13800;15550;16850;13200;14200;12200;10800;11750;11850;12150;10950;13700;13600;13500;13550
03/02/2023;12050;12700;15100;14250;13150;12850;12750;12650;12400;12200;12750;12150;14300;12400;12550;12150;12550;11200;11950;13800;15550;17000;13200;14200;12200;10800;11750;11900;12150;10950;13700;13600;13500;13550
06/02/2023;12050;12700;15100;14250;13200;12850;12750;12650;12400;12200;12750;12300;14350;12500;12750;12150;13050;11150;11950;13800;15550;17050;13200;14200;12200;10850;11750;11900;12150;11100;13800;13600;13500;13550
07/02/2023;12050;12650;15050;14250;13200;12850;12750;12650;12400;12200;12750;12350;14300;12550;12800;12200;12800;11150;11950;13850;15550;17050;13200;14200;12200;10850;11750;12100;12150;11150;13950;13600;13500;13550
08/02/2023;12050;12650;15050;14250;13200;12850;12750;12650;12400;12250;12750;12350;14300;12550;12800;12200;13300;11450;11950;13900;15550;17050;13200;14400;12200;10850;11750;12100;12150;11250;13950;13600;13500;13650
09/02/2023;12100;12650;15050;14250;13200;12800;12750;12650;12400;12250;12750;12400;14300;12600;12800;12200;13300;11450;11950;13950;15550;17050;13200;14400;12200;10850;11750;12100;12150;11250;13950;13600;13500;13700
10/02/2023;12100;12650;15050;14250;13200;12950;12750;12650;12500;12400;13100;12400;14450;12650;12800;12200;13300;11450;11950;13950;15550;17050;13250;14400;12200;10850;11750;12100;12150;11250;13950;13600;13500;13700
13/02/2023;12100;12750;15000;14250;13200;12950;12750;12650;12450;12400;13100;12450;14500;12700;12800;12200;13250;11450;12050;14000;15550;17050;13350;14400;12200;10850;11750;12100;12200;11350;13950;13600;13500;13700
14/02/2023;12100;12750;15000;14250;13200;12950;12900;12650;12450;12400;13100;12450;14500;12800;13050;12250;13200;11450;12050;14100;15550;17150;13350;14400;12200;10850;11750;12100;12200;11550;13950;13600;13500;13850
15/02/2023;12100;12750;15000;14250;13200;12950;12900;12650;12450;12400;13100;12500;14500;12800;13050;12250;13200;11450;12050;14100;15600;17150;13350;14400;12200;10950;11750;12250;12200;11600;13950;13600;13500;13850
16/02/2023;12100;12750;15050;14250;13150;12950;12900;12650;12450;12400;13100;12500;14500;12800;13050;12250;13200;11450;12050;14150;15600;17150;13350;14400;12200;11000;11750;12300;12200;11600;13950;13600;13500;13850
17/02/2023;12100;12750;15050;14250;13150;12950;12950;12650;12450;12400;13100;12500;14500;12800;13050;12250;13200;11450;12050;14200;15600;17150;13500;14400;12200;11200;11800;12300;12200;11600;13950;13600;13500;13850
20/02/2023;12000;12750;15100;14250;13150;12950;12950;12650;12450;12400;13100;12500;14550;12800;13050;12250;13200;11400;12900;14200;15600;17150;13500;14450;12200;11550;11800;12300;12250;11700;13950;13600;13500;13850
21/02/2023;12000;12750;15100;14200;13150;12950;12950;12650;12450;12400;13100;12500;14550;12800;13050;12250;13150;11400;12900;14250;15600;17150;13500;14450;12200;11650;11850;12600;12250;11750;13950;13600;13500;13850
22/02/2023;12000;12750;15100;14200;13150;12950;12950;12650;12450;12400;13100;12500;14550;12750;13050;12250;13100;11400;12950;14300;15600;17150;13500;14450;12350;11750;11850;12700;12400;11750;13950;13600;13500;13850
23/02/2023;12000;12750;15100;14200;13150;12950;12950;12650;12450;12450;13100;12500;14550;12750;13050;12250;13100;11400;12950;14300;15600;17150;13500;14450;12350;11750;11850;12700;12400;11750;13950;13600;13500;13850
24/02/2023;11950;12750;15100;14200;13150;12950;12950;12650;12450;12450;13100;12500;14550;12750;13050;12250;13100;11400;12950;14300;15600;17150;13650;14450;12450;11750;11900;13100;12450;11750;13950;13600;13500;13850
27/02/2023;11950;12600;15050;14200;13150;12950;12950;12400;12550;12450;13100;12500;14550;12750;13050;12100;12850;10750;12950;14300;15600;17150;13650;14450;12450;11750;11850;13300;12450;11750;13950;13600;13500;13900
28/02/2023;11950;12600;15050;14200;13150;12950;12950;12650;12550;12450;13100;12500;14550;12750;13050;12050;12800;10750;13050;14300;15600;17150;13650;14500;12450;11750;11850;13300;12450;11750;14000;13600;13550;13900
01/03/2023;11900;12600;15050;14200;13150;12950;12950;12650;12550;12450;13100;12450;14550;12700;13050;12050;12550;10750;13050;14300;15600;17150;13650;14500;12450;11750;11950;13300;12450;11750;14050;13600;13550;13900
02/03/2023;11900;12600;15050;14200;13150;12950;12900;12600;12550;12450;13100;12450;14400;12700;13050;12050;12450;10750;13050;14300;15600;17150;13650;14500;12450;11750;11950;13300;12450;11750;14050;13600;13550;13900
03/03/2023;11900;12600;15100;14150;13150;12950;12900;12600;12550;12450;13100;12450;14400;12700;13050;12050;12450;10600;13100;14300;15600;17150;13650;14500;12450;11750;11950;13300;12750;11750;14050;13600;13550;13900
06/03/2023;11800;12600;15100;14200;13150;12950;12900;12600;12550;12450;13100;12450;14400;12700;13050;11950;12450;10600;13950;14300;15600;17200;13750;14450;12450;11700;12000;13450;12850;11650;14100;13600;13550;13900
07/03/2023;11750;12600;15100;14250;13150;12950;12900;12600;12550;12450;13100;12450;14400;12700;13050;11900;12450;10600;14000;14300;15600;17200;13750;14450;12450;11700;12050;13450;12900;11550;14100;13600;13550;13900
08/03/2023;11750;12600;15100;14250;13150;12950;12900;12600;12550;12450;13100;12450;14400;12700;13050;11950;12500;10600;14000;14300;15600;17200;13750;14450;12500;11700;12050;13450;12900;11550;14100;13600;13550;13900
09/03/2023;11750;12550;15100;14250;13150;12950;12900;12600;12550;12450;13100;12450;14400;12700;13050;11950;12500;10550;14000;14300;15600;17200;13800;14450;12500;11700;12050;13800;13100;11500;14100;13600;13300;13900
10/03/2023;11750;12550;15100;14250;13150;12950;12900;12600;12550;12450;13100;12450;14400;12700;13050;11900;12500;10500;14100;14300;15600;17200;13800;14450;12500;11700;12050;13800;13100;11500;14100;13600;13550;13900
13/03/2023;11750;12550;15100;14250;13150;12950;12900;12650;12550;12450;13100;12450;14400;12700;13050;11950;12650;10500;14100;14300;15600;17200;13700;14450;12500;11700;12100;13800;13100;11600;14100;13600;13650;13900
14/03/2023;11750;12550;15050;14150;13150;12950;12950;12650;12550;12450;13100;12450;14400;12700;13050;11950;13250;10450;14100;14350;15600;17300;13800;14450;12500;11700;12150;13800;13200;11650;14100;13600;13650;13900
15/03/2023;11750;12550;14900;14150;13150;12950;12950;12650;12550;12450;13100;12450;14400;12700;13050;11950;13250;10450;14100;14350;15600;17300;13800;14450;12500;11700;12350;13800;13200;11650;14100;13600;13650;13900
16/03/2023;11650;12550;14900;14150;13150;12950;12950;12650;12650;12450;13100;12450;14400;12700;13050;12100;13250;10600;14100;14350;15700;17300;13800;14450;12550;11700;12350;13800;13200;11650;14150;13800;13650;13900
17/03/2023;11650;12550;14900;14150;13150;12950;12950;12700;12650;12450;13100;12450;14400;12700;13050;12100;13250;10550;14100;14350;15700;17400;13800;14450;12550;11700;12350;13800;13200;11650;14200;13950;13650;13900
20/03/2023;11750;12550;14900;14150;13150;12950;12950;12700;12650;12450;13100;12450;14400;12650;13050;12100;13150;10850;14000;14350;15700;17400;13850;14450;13050;11700;12500;13700;13150;11650;14350;13950;13650;13900
21/03/2023;11750;12550;14900;14150;13150;12950;12950;12700;12650;12450;13100;12450;14400;12650;13050;12150;13150;10850;13900;14350;15700;17400;13850;14450;13350;11700;12550;13700;13150;11650;14400;13950;13650;13900
22/03/2023;;12550;14900;14150;13150;;12950;12700;12650;12450;13100;12500;14400;12700;13050;12150;13150;10850;;14350;15700;;13300;;13400;11700;12550;13700;13150;11650;14400;13950;13650;13900
23/03/2023;;12550;14900;14150;13150;;12950;12700;12650;12450;13100;12500;14400;12700;13050;12150;13150;10850;;14350;15700;;13600;14450;13400;11700;12550;13700;13150;11650;14400;13950;13650;13900
24/03/2023;11750;12550;14900;14150;13150;12950;12950;12700;12650;12450;13100;12450;14400;12700;13050;12100;13150;10850;14000;14300;15700;17400;13850;14450;13400;11700;12950;13850;13100;11650;14400;14050;13650;13900
27/03/2023;11750;12550;14900;14150;13150;12950;12950;12700;12750;12450;13100;12450;14450;12700;13050;12100;13150;10850;14150;14300;15700;17450;13900;14450;13400;11750;12950;13850;13050;11700;14400;14050;13650;13950
28/03/2023;11750;12550;14900;14150;13150;12950;12950;12700;12850;12450;13100;12450;14450;12700;13050;12100;13150;10850;14150;14350;15700;17550;13900;14450;13400;11750;12950;13850;13050;11700;14400;14100;13600;13950
29/03/2023;11750;12550;14900;14150;13150;12950;12950;12700;12850;12450;13100;12450;14450;12700;13050;12100;13150;10850;14150;14350;15700;17550;13900;14450;13400;11750;13000;13850;13050;11700;14450;14250;13600;13950
30/03/2023;11750;12550;14900;14150;13150;12950;12950;12700;12900;12450;13100;12450;14950;12700;13050;12100;13150;10950;14100;14350;15800;17400;13900;14450;13400;11750;13000;13900;13050;11700;14450;14300;13650;13950
31/03/2023;11750;12550;14900;14150;13150;12950;12950;12800;12950;12450;13100;12450;14450;12700;13050;12100;13150;10900;14100;14350;15800;17400;13900;14600;13400;11750;13000;13900;13050;11700;14450;14300;13650;13950
03/04/2023;11750;12550;14900;14150;13150;12950;12950;12800;13050;12450;13100;12450;14450;12650;13050;12100;13150;10850;14300;14350;15800;17450;13900;14600;13500;11800;13000;13450;13050;11700;14450;14300;13650;13950
04/04/2023;11750;12550;14900;14150;13150;12950;12950;12800;13050;12400;13100;12450;14450;12650;13050;12100;13150;10850;14150;14350;15800;17400;13950;14600;13500;11800;13000;13450;13150;11700;14450;14350;13650;13950
05/04/2023;11750;12550;14900;14150;13150;12950;12950;12800;13050;12400;13100;12450;14450;12650;13050;12100;13150;10850;14150;14350;15800;17450;13950;14600;13500;11800;13000;13450;13150;11700;14450;14350;13650;13950
06/04/2023;11750;12550;14900;14150;13150;12950;12950;12800;13050;12350;13100;12450;14450;12600;13050;12100;13150;10850;14150;14350;15800;17350;13900;14600;13450;11800;13000;13450;13150;11700;14450;14350;13650;14000
07/04/2023;11550;12700;;14150;13150;;12950;12900;;12400;13100;12500;14450;12550;13150;11950;13150;;;14350;15800;;;;13450;11800;13000;13450;;11700;14450;14350;13650;14000
10/04/2023;11750;12550;14900;14150;13150;12950;12950;12800;13100;12350;13100;12450;14450;12650;13050;12100;13150;10850;14200;14350;15800;17550;13950;14550;13500;11800;13000;13450;13150;11700;14500;14350;13650;14050
11/04/2023;11750;12550;14850;14150;13150;12950;12950;12800;13100;12350;13100;12450;14400;12650;13050;12100;13150;10900;14200;14350;15800;17600;13950;14550;13550;11800;13000;13350;13150;11700;14500;14350;13650;14000
12/04/2023;11750;12550;14850;14150;13150;12950;12950;12800;13100;12350;13100;12450;14450;12650;13050;12100;13150;10900;14200;14350;15900;17600;14000;14550;13550;11800;12950;13300;13150;11550;14550;14350;14500;14000
13/04/2023;11750;12550;14850;14150;13150;12950;12950;12800;13100;12350;13100;12450;14450;12650;13050;12100;13150;10900;14150;14350;15950;17600;14000;14550;13550;11800;12950;13300;13150;11550;14550;14350;13650;14000
